storm,pr_max,pr_sum,MltnInd,SlopeMn,Tc_Clfr,Area_m2,RvrsSlD,MnRvrSD,nStrahler1,Dd_km-1,Ct_km,Tf_hr,L_toOutlet_km,V_m_s,LRiverNetwork_km
2,3.91290518626514,33.5321366088162,1.41,28.38,0.234904904441821,1375184.091421741,26.7,25.462002385118623,6.0,3.418,20.51,0.47,3.36691,1.9870097889610396,4.7
3,5.8663401557388,66.5172829353146,1.41,28.38,0.234904904441821,1375184.091421741,26.7,25.462002385118623,6.0,3.418,20.51,0.47,3.36691,1.9870097889610396,4.7
0,2.59633260299698,17.4026083114884,0.36,25.2,1.156744337949754,59649212.900159925,18.6,12.935976692143411,258.0,2.947,760.33,4.19,17.865740000000002,1.18349234917921,175.79
1,10.2642125174564,53.9923793547523,0.36,25.2,1.156744337949754,59649212.900159925,18.6,12.935976692143411,258.0,2.947,760.33,4.19,17.865740000000002,1.18349234917921,175.79
2,3.84248220091259,31.7962717944242,0.36,25.2,1.156744337949754,59649212.900159925,18.6,12.935976692143411,258.0,2.947,760.33,4.19,17.865740000000002,1.18349234917921,175.79
3,5.85758843110191,78.764756700256,0.36,25.2,1.156744337949754,59649212.900159925,18.6,12.935976692143411,258.0,2.947,760.33,4.19,17.865740000000002,1.18349234917921,175.79
0,2.59752689206391,17.4071864195783,0.51,24.96,2.486706184760112,19996784.81726236,19.3,13.104908672601123,79.0,2.805,221.6,2.43,11.63383,1.3323397611613916,56.09
1,10.3121728304498,54.5563391022666,0.51,24.96,2.486706184760112,19996784.81726236,19.3,13.104908672601123,79.0,2.805,221.6,2.43,11.63383,1.3323397611613916,56.09
2,3.85554764486469,32.118323526928,0.51,24.96,2.486706184760112,19996784.81726236,19.3,13.104908672601123,79.0,2.805,221.6,2.43,11.63383,1.3323397611613916,56.09
3,5.82853797441548,76.6963034329099,0.51,24.96,2.486706184760112,19996784.81726236,19.3,13.104908672601123,79.0,2.805,221.6,2.43,11.63383,1.3323397611613916,56.09
0,2.60329946008342,17.4293145969864,1.0,25.0,0.160762779291422,810660.2634165157,20.8,21.00378353163841,2.0,2.393,4.79,0.42,2.6051,1.708042913767751,1.94
1,10.138347352384,52.4099312076783,1.0,25.0,0.160762779291422,810660.2634165157,20.8,21.00378353163841,2.0,2.393,4.79,0.42,2.6051,1.708042913767751,1.94
2,3.80331633169396,30.8308674742107,1.0,25.0,0.160762779291422,810660.2634165157,20.8,21.00378353163841,2.0,2.393,4.79,0.42,2.6051,1.708042913767751,1.94
3,5.5877099771896,68.8023006272884,1.0,25.0,0.160762779291422,810660.2634165157,20.8,21.00378353163841,2.0,2.393,4.79,0.42,2.6051,1.708042913767751,1.94
0,2.62562887701451,17.5149106952223,0.86,24.83,0.439039296203058,3577020.8628656827,19.7,18.095568460732764,18.0,3.344,60.19,1.04,5.56516,1.480907040818458,11.96
1,10.5249545915774,57.030317977642,0.86,24.83,0.439039296203058,3577020.8628656827,19.7,18.095568460732764,18.0,3.344,60.19,1.04,5.56516,1.480907040818458,11.96
2,3.91033246606574,33.4687213126731,0.86,24.83,0.439039296203058,3577020.8628656827,19.7,18.095568460732764,18.0,3.344,60.19,1.04,5.56516,1.480907040818458,11.96
3,5.85789123641358,68.096309238486,0.86,24.83,0.439039296203058,3577020.8628656827,19.7,18.095568460732764,18.0,3.344,60.19,1.04,5.56516,1.480907040818458,11.96
0,2.6283740909071,17.5254340151439,0.79,27.59,0.368364682743144,1748213.3440686194,21.9,20.836566126978735,8.0,3.135,25.08,0.54,3.32355,1.694620607469659,5.48
1,10.525283756163,57.0268843768375,0.79,27.59,0.368364682743144,1748213.3440686194,21.9,20.836566126978735,8.0,3.135,25.08,0.54,3.32355,1.694620607469659,5.48
2,3.91015287003035,33.4642944279411,0.79,27.59,0.368364682743144,1748213.3440686194,21.9,20.836566126978735,8.0,3.135,25.08,0.54,3.32355,1.694620607469659,5.48
3,5.85262741656222,67.7978966424287,0.79,27.59,0.368364682743144,1748213.3440686194,21.9,20.836566126978735,8.0,3.135,25.08,0.54,3.32355,1.694620607469659,5.48
0,2.640668474783,17.5725624866682,0.44,28.02,0.671419524040567,14973125.172516868,22.2,15.314062332176276,64.0,2.889,184.9,1.64,7.86219,1.3286556764076154,43.26
1,8.58662649259729,31.6567519159352,0.44,28.02,0.671419524040567,14973125.172516868,22.2,15.314062332176276,64.0,2.889,184.9,1.64,7.86219,1.3286556764076154,43.26
2,3.08208391924538,13.0531211673642,0.44,28.02,0.671419524040567,14973125.172516868,22.2,15.314062332176276,64.0,2.889,184.9,1.64,7.86219,1.3286556764076154,43.26
3,5.05895109742167,57.2816566218036,0.44,28.02,0.671419524040567,14973125.172516868,22.2,15.314062332176276,64.0,2.889,184.9,1.64,7.86219,1.3286556764076154,43.26
0,2.56396552355407,17.2785345069573,0.43,28.05,0.568851440629808,15988842.29717158,24.5,16.24838925206535,69.0,3.044,210.04,2.51,10.2468,1.13460247930611,48.67
1,8.46238274870752,33.9715181030723,0.43,28.05,0.568851440629808,15988842.29717158,24.5,16.24838925206535,69.0,3.044,210.04,2.51,10.2468,1.13460247930611,48.67
2,3.23243117828783,16.7590492192001,0.43,28.05,0.568851440629808,15988842.29717158,24.5,16.24838925206535,69.0,3.044,210.04,2.51,10.2468,1.13460247930611,48.67
3,5.00853501578507,56.0771267702132,0.43,28.05,0.568851440629808,15988842.29717158,24.5,16.24838925206535,69.0,3.044,210.04,2.51,10.2468,1.13460247930611,48.67
0,2.53685127146202,17.1745965406044,0.75,24.59,0.557219496696428,7525455.768455028,18.5,17.663161130858693,36.0,2.899,104.36,1.37,7.5943,1.538365117277219,21.82
1,8.44664540251976,34.9039252137563,0.75,24.59,0.557219496696428,7525455.768455028,18.5,17.663161130858693,36.0,2.899,104.36,1.37,7.5943,1.538365117277219,21.82
2,3.28687035990344,18.1009272923567,0.75,24.59,0.557219496696428,7525455.768455028,18.5,17.663161130858693,36.0,2.899,104.36,1.37,7.5943,1.538365117277219,21.82
3,5.00853368155368,56.3632895355026,0.75,24.59,0.557219496696428,7525455.768455028,18.5,17.663161130858693,36.0,2.899,104.36,1.37,7.5943,1.538365117277219,21.82
0,2.60130953559538,17.4216865531156,0.91,33.21,0.177838398262427,2093998.532654086,30.6,28.61204448271848,10.0,2.837,28.37,0.42,3.06275,2.003825941422844,5.94
1,8.65330929691072,34.5301686240507,0.91,33.21,0.177838398262427,2093998.532654086,30.6,28.61204448271848,10.0,2.837,28.37,0.42,3.06275,2.003825941422844,5.94
2,3.23257549125216,16.7626064071806,0.91,33.21,0.177838398262427,2093998.532654086,30.6,28.61204448271848,10.0,2.837,28.37,0.42,3.06275,2.003825941422844,5.94
3,5.00444987260694,55.9100707194077,0.91,33.21,0.177838398262427,2093998.532654086,30.6,28.61204448271848,10.0,2.837,28.37,0.42,3.06275,2.003825941422844,5.94
0,2.62515546273171,17.5130959404716,0.95,32.58,0.562362172343126,1794946.57740922,26.3,23.17166575884583,8.0,3.298,26.38,0.47,3.22444,1.889111778048268,5.92
1,8.75581247009763,34.6594998943253,0.95,32.58,0.562362172343126,1794946.57740922,26.3,23.17166575884583,8.0,3.298,26.38,0.47,3.22444,1.889111778048268,5.92
2,3.22345522493626,16.5377998427272,0.95,32.58,0.562362172343126,1794946.57740922,26.3,23.17166575884583,8.0,3.298,26.38,0.47,3.22444,1.889111778048268,5.92
3,5.00914912944162,56.0255545252734,0.95,32.58,0.562362172343126,1794946.57740922,26.3,23.17166575884583,8.0,3.298,26.38,0.47,3.22444,1.889111778048268,5.92
0,2.61617752768036,17.4786805227747,0.97,32.35,0.294875017525071,2745501.7702981583,28.0,25.48798760544735,12.0,3.387,40.64,0.59,4.06307,1.9235061286478217,9.3
1,8.63047223024899,33.5347037654828,0.97,32.35,0.294875017525071,2745501.7702981583,28.0,25.48798760544735,12.0,3.387,40.64,0.59,4.06307,1.9235061286478217,9.3
2,3.18138907436082,15.5009061311745,0.97,32.35,0.294875017525071,2745501.7702981583,28.0,25.48798760544735,12.0,3.387,40.64,0.59,4.06307,1.9235061286478217,9.3
3,5.01714882172817,56.2460043484442,0.97,32.35,0.294875017525071,2745501.7702981583,28.0,25.48798760544735,12.0,3.387,40.64,0.59,4.06307,1.9235061286478217,9.3
0,2.64274612078104,17.5805267963273,0.55,24.71,0.385893531297968,5931289.20200245,19.6,16.69484405150097,25.0,3.313,82.83,1.06,5.63765,1.47639409356913,19.65
1,10.5633376124684,57.4849000414064,0.55,24.71,0.385893531297968,5931289.20200245,19.6,16.69484405150097,25.0,3.313,82.83,1.06,5.63765,1.47639409356913,19.65
2,3.92015991297375,33.710959258388,0.55,24.71,0.385893531297968,5931289.20200245,19.6,16.69484405150097,25.0,3.313,82.83,1.06,5.63765,1.47639409356913,19.65
3,5.87814153281418,67.120235624778,0.55,24.71,0.385893531297968,5931289.20200245,19.6,16.69484405150097,25.0,3.313,82.83,1.06,5.63765,1.47639409356913,19.65
0,2.64104519675548,17.5740065875627,1.22,31.95,0.220700080821834,1675031.8690934218,23.9,23.105413119102245,4.0,3.104,12.42,0.57,3.94005,1.9179294196210503,5.2
1,8.74759550037792,33.7402365492022,1.22,31.95,0.220700080821834,1675031.8690934218,23.9,23.105413119102245,4.0,3.104,12.42,0.57,3.94005,1.9179294196210503,5.2
2,3.17475250435935,15.337320502191,1.22,31.95,0.220700080821834,1675031.8690934218,23.9,23.105413119102245,4.0,3.104,12.42,0.57,3.94005,1.9179294196210503,5.2
3,5.02511185502589,56.4239844933576,1.22,31.95,0.220700080821834,1675031.8690934218,23.9,23.105413119102245,4.0,3.104,12.42,0.57,3.94005,1.9179294196210503,5.2
0,2.65565148045991,17.629997341763,1.12,33.89,0.295225435896603,1747794.648305062,28.3,26.738754045620084,8.0,2.741,21.93,0.47,3.18524,1.8743961575404195,4.79
1,8.7910559701885,33.5174402430273,1.12,33.89,0.295225435896603,1747794.648305062,28.3,26.738754045620084,8.0,2.741,21.93,0.47,3.18524,1.8743961575404195,4.79
2,3.15600876391714,14.875303742168,1.12,33.89,0.295225435896603,1747794.648305062,28.3,26.738754045620084,8.0,2.741,21.93,0.47,3.18524,1.8743961575404195,4.79
3,5.03601831386447,56.6780226690264,1.12,33.89,0.295225435896603,1747794.648305062,28.3,26.738754045620084,8.0,2.741,21.93,0.47,3.18524,1.8743961575404195,4.79
0,2.54173390836973,17.1933133154173,0.99,27.36,0.334349256288544,3325444.9758714205,25.2,22.16336675487588,20.0,3.163,63.26,0.85,5.40864,1.7600005040538225,10.52
1,8.56360305195508,35.9798694533928,0.99,27.36,0.334349256288544,3325444.9758714205,25.2,22.16336675487588,20.0,3.163,63.26,0.85,5.40864,1.7600005040538225,10.52
2,3.32581215887638,19.0608084775668,0.99,27.36,0.334349256288544,3325444.9758714205,25.2,22.16336675487588,20.0,3.163,63.26,0.85,5.40864,1.7600005040538225,10.52
3,5.00321165809192,56.3883488603302,0.99,27.36,0.334349256288544,3325444.9758714205,25.2,22.16336675487588,20.0,3.163,63.26,0.85,5.40864,1.7600005040538225,10.52
0,2.55299524211166,17.236481761428,1.23,28.4,0.241977699659577,1631239.422580392,25.8,23.54565107103916,7.0,3.329,23.3,0.64,4.26274,1.840354419460716,5.43
1,8.61589222551729,36.1266861330727,1.23,28.4,0.241977699659577,1631239.422580392,25.8,23.54565107103916,7.0,3.329,23.3,0.64,4.26274,1.840354419460716,5.43
2,3.3248875896363,19.0380186568246,1.23,28.4,0.241977699659577,1631239.422580392,25.8,23.54565107103916,7.0,3.329,23.3,0.64,4.26274,1.840354419460716,5.43
3,5.00621902273177,56.2511506147856,1.23,28.4,0.241977699659577,1631239.422580392,25.8,23.54565107103916,7.0,3.329,23.3,0.64,4.26274,1.840354419460716,5.43
0,2.54038871422896,17.1881567378777,1.12,30.6,0.229161114377402,2140465.610310649,27.5,25.637716300391062,6.0,4.406,26.44,0.61,4.05745,1.859405003067051,9.43
1,8.59511642762918,36.3705097191173,1.12,30.6,0.229161114377402,2140465.610310649,27.5,25.637716300391062,6.0,4.406,26.44,0.61,4.05745,1.859405003067051,9.43
2,3.34140691231995,19.4452054703425,1.12,30.6,0.229161114377402,2140465.610310649,27.5,25.637716300391062,6.0,4.406,26.44,0.61,4.05745,1.859405003067051,9.43
3,4.99769396455723,56.4352453635597,1.12,30.6,0.229161114377402,2140465.610310649,27.5,25.637716300391062,6.0,4.406,26.44,0.61,4.05745,1.859405003067051,9.43
0,2.54483134483202,17.2051868218561,1.25,33.91,0.132683392207517,806323.608662409,28.4,26.844724505457386,2.0,6.164,12.33,0.36,2.24892,1.7365076968559956,4.97
1,8.66865158839307,37.0071121663681,1.25,33.91,0.132683392207517,806323.608662409,28.4,26.844724505457386,2.0,6.164,12.33,0.36,2.24892,1.7365076968559956,4.97
2,3.36263250138314,19.9683976218125,1.25,33.91,0.132683392207517,806323.608662409,28.4,26.844724505457386,2.0,6.164,12.33,0.36,2.24892,1.7365076968559956,4.97
3,4.99253695102021,56.439351132843,1.25,33.91,0.132683392207517,806323.608662409,28.4,26.844724505457386,2.0,6.164,12.33,0.36,2.24892,1.7365076968559956,4.97
0,2.60116187781525,17.4211205316251,0.94,26.78,0.385398925719565,3415620.2371721203,23.3,20.853388611074127,13.0,3.844,49.97,0.83,5.24553,1.7591503137337436,13.13
1,10.3225665002272,54.6548223540079,0.94,26.78,0.385398925719565,3415620.2371721203,23.3,20.853388611074127,13.0,3.844,49.97,0.83,5.24553,1.7591503137337436,13.13
2,3.85746646871896,32.1656208517567,0.94,26.78,0.385398925719565,3415620.2371721203,23.3,20.853388611074127,13.0,3.844,49.97,0.83,5.24553,1.7591503137337436,13.13
3,5.79294612188879,73.7855485689319,0.94,26.78,0.385398925719565,3415620.2371721203,23.3,20.853388611074127,13.0,3.844,49.97,0.83,5.24553,1.7591503137337436,13.13
0,2.61959869122756,17.491794983039,0.76,24.43,0.292460631270303,2451715.487436679,18.4,18.47364970834997,11.0,3.32,36.52,0.68,4.0439,1.6447632803763104,8.14
1,10.4684525047759,56.3403151823783,0.76,24.43,0.292460631270303,2451715.487436679,18.4,18.47364970834997,11.0,3.32,36.52,0.68,4.0439,1.6447632803763104,8.14
2,3.89490768079493,33.0885138862609,0.76,24.43,0.292460631270303,2451715.487436679,18.4,18.47364970834997,11.0,3.32,36.52,0.68,4.0439,1.6447632803763104,8.14
3,5.82944224801138,69.0433527943811,0.76,24.43,0.292460631270303,2451715.487436679,18.4,18.47364970834997,11.0,3.32,36.52,0.68,4.0439,1.6447632803763104,8.14
0,2.67382166043615,17.6996496983386,1.1,29.86,0.213799669914053,2752806.4469426125,27.5,25.341722889878344,14.0,4.007,56.1,0.68,4.651,1.907929217075497,11.03
1,10.5844586296079,57.7181815240679,1.1,29.86,0.213799669914053,2752806.4469426125,27.5,25.341722889878344,14.0,4.007,56.1,0.68,4.651,1.907929217075497,11.03
2,3.92492031859173,33.8282990810769,1.1,29.86,0.213799669914053,2752806.4469426125,27.5,25.341722889878344,14.0,4.007,56.1,0.68,4.651,1.907929217075497,11.03
0,2.66828958517972,17.6784434098556,1.29,30.32,0.250702878931522,2246902.312063363,28.6,26.327962313682416,11.0,4.878,53.66,0.73,4.96278,1.8985722229278383,10.96
1,10.5663639330732,57.474876029903,1.29,30.32,0.250702878931522,2246902.312063363,28.6,26.327962313682416,11.0,4.878,53.66,0.73,4.96278,1.8985722229278383,10.96
2,3.91928859964449,33.6894821491318,1.29,30.32,0.250702878931522,2246902.312063363,28.6,26.327962313682416,11.0,4.878,53.66,0.73,4.96278,1.8985722229278383,10.96
3,5.86714304208415,66.549940919667,1.29,30.32,0.250702878931522,2246902.312063363,28.6,26.327962313682416,11.0,4.878,53.66,0.73,4.96278,1.8985722229278383,10.96
0,2.59336373027347,17.391227632715,0.67,23.4,0.188918207541507,1329862.153653784,19.7,18.183636426512127,5.0,3.218,16.09,0.5,2.822,1.5775925389561902,4.28
1,10.1288534760496,52.4099353934573,0.67,23.4,0.188918207541507,1329862.153653784,19.7,18.183636426512127,5.0,3.218,16.09,0.5,2.822,1.5775925389561902,4.28
2,3.80493727685598,30.8708223505728,0.67,23.4,0.188918207541507,1329862.153653784,19.7,18.183636426512127,5.0,3.218,16.09,0.5,2.822,1.5775925389561902,4.28
3,5.63101764978304,71.6868373170756,0.67,23.4,0.188918207541507,1329862.153653784,19.7,18.183636426512127,5.0,3.218,16.09,0.5,2.822,1.5775925389561902,4.28
0,2.58870228073172,17.3733587428049,0.67,23.37,0.389995348575781,1331892.7105294317,19.0,18.0620927528011,5.0,3.364,16.82,0.53,2.86098,1.491319520032562,4.48
1,10.061386090687,51.6680606674844,0.67,23.37,0.389995348575781,1331892.7105294317,19.0,18.0620927528011,5.0,3.364,16.82,0.53,2.86098,1.491319520032562,4.48
2,3.78748512223427,30.4406420480552,0.67,23.37,0.389995348575781,1331892.7105294317,19.0,18.0620927528011,5.0,3.364,16.82,0.53,2.86098,1.491319520032562,4.48
0,2.58494291995633,17.3589478598326,0.88,21.79,0.394896957806612,1452979.9758041396,16.0,16.20273484653442,7.0,3.427,23.99,0.66,3.77599,1.596815545115046,4.98
1,10.0207101630401,51.2395160476295,0.88,21.79,0.394896957806612,1452979.9758041396,16.0,16.20273484653442,7.0,3.427,23.99,0.66,3.77599,1.596815545115046,4.98
2,3.77753451500407,30.1953683084336,0.88,21.79,0.394896957806612,1452979.9758041396,16.0,16.20273484653442,7.0,3.427,23.99,0.66,3.77599,1.596815545115046,4.98
0,2.58183748780207,17.3470437032413,0.82,25.3,0.266937396132589,1838904.1400748373,20.9,19.096877819997577,7.0,5.008,35.06,0.63,3.7322,1.649034835600464,9.21
1,9.97719962461863,50.7747527790244,0.82,25.3,0.266937396132589,1838904.1400748373,20.9,19.096877819997577,7.0,5.008,35.06,0.63,3.7322,1.649034835600464,9.21
2,3.76650377965319,29.9234703581181,0.82,25.3,0.266937396132589,1838904.1400748373,20.9,19.096877819997577,7.0,5.008,35.06,0.63,3.7322,1.649034835600464,9.21
0,2.59859256402441,17.4112714954269,0.71,25.76,0.124177560057229,532973.7031255179,15.2,14.659176933907922,2.0,2.383,4.77,0.24,1.45988,1.670620358043462,1.27
1,10.1880965157246,53.0605786753175,0.71,25.76,0.124177560057229,532973.7031255179,15.2,14.659176933907922,2.0,2.383,4.77,0.24,1.45988,1.670620358043462,1.27
2,3.81994707341336,31.240800669224,0.71,25.76,0.124177560057229,532973.7031255179,15.2,14.659176933907922,2.0,2.383,4.77,0.24,1.45988,1.670620358043462,1.27
3,5.66312174375117,71.2575132241253,0.71,25.76,0.124177560057229,532973.7031255179,15.2,14.659176933907922,2.0,2.383,4.77,0.24,1.45988,1.670620358043462,1.27
0,2.59651449538486,17.403305565642,0.96,32.42,0.190009636184477,2890774.919138768,29.4,28.15793280430856,18.0,4.279,77.02,0.45,3.42613,2.102446998585185,12.37
1,10.2720100389117,54.0839949465929,0.96,32.42,0.190009636184477,2890774.919138768,29.4,28.15793280430856,18.0,4.279,77.02,0.45,3.42613,2.102446998585185,12.37
2,3.84461630365426,31.8488755549865,0.96,32.42,0.190009636184477,2890774.919138768,29.4,28.15793280430856,18.0,4.279,77.02,0.45,3.42613,2.102446998585185,12.37
3,5.77866470979702,75.1433322530836,0.96,32.42,0.190009636184477,2890774.919138768,29.4,28.15793280430856,18.0,4.279,77.02,0.45,3.42613,2.102446998585185,12.37
0,2.6379668802226,17.5622063741866,0.68,22.0,0.400859661020706,1627530.796866892,14.0,14.274825836068466,8.0,4.049,32.39,0.53,2.77061,1.4578528229603165,6.59
1,10.5848312889968,57.7731562113388,0.68,22.0,0.400859661020706,1627530.796866892,14.0,14.274825836068466,8.0,4.049,32.39,0.53,2.77061,1.4578528229603165,6.59
2,3.92681763107708,33.8750661695315,0.68,22.0,0.400859661020706,1627530.796866892,14.0,14.274825836068466,8.0,4.049,32.39,0.53,2.77061,1.4578528229603165,6.59
3,5.88094111680361,66.8784230448137,0.68,22.0,0.400859661020706,1627530.796866892,14.0,14.274825836068466,8.0,4.049,32.39,0.53,2.77061,1.4578528229603165,6.59
0,2.73143570965186,17.9205035536655,1.02,32.64,0.168956860483268,1621995.4591339526,30.8,28.25874160122613,8.0,2.855,22.84,0.44,3.08218,1.9423439453788012,4.63
1,9.05096898074678,32.450551964599,1.02,32.64,0.168956860483268,1621995.4591339526,30.8,28.25874160122613,8.0,2.855,22.84,0.44,3.08218,1.9423439453788012,4.63
2,3.06070393648693,12.5261233467393,1.02,32.64,0.168956860483268,1621995.4591339526,30.8,28.25874160122613,8.0,2.855,22.84,0.44,3.08218,1.9423439453788012,4.63
3,5.10214800609726,58.1332259318946,1.02,32.64,0.168956860483268,1621995.4591339526,30.8,28.25874160122613,8.0,2.855,22.84,0.44,3.08218,1.9423439453788012,4.63
0,2.78556993370071,18.1280180791861,1.46,31.3,0.208267927746907,1387319.9930381812,30.0,29.64712095751586,4.0,3.525,14.1,0.44,3.4039200000000003,2.1655532098987904,4.89
1,9.96854019333687,45.4201136144124,1.46,31.3,0.208267927746907,1387319.9930381812,30.0,29.64712095751586,4.0,3.525,14.1,0.44,3.4039200000000003,2.1655532098987904,4.89
2,3.54701793543715,24.5133368296351,1.46,31.3,0.208267927746907,1387319.9930381812,30.0,29.64712095751586,4.0,3.525,14.1,0.44,3.4039200000000003,2.1655532098987904,4.89
3,5.67913502143951,66.6208318376,1.46,31.3,0.208267927746907,1387319.9930381812,30.0,29.64712095751586,4.0,3.525,14.1,0.44,3.4039200000000003,2.1655532098987904,4.89
0,2.76688375492935,18.0563877272292,1.54,33.29,0.093931788530721,811154.0937475102,31.5,31.741002212010564,5.0,3.994,19.97,0.43,3.1258000000000004,2.0110779421398126,3.24
1,10.0700123124721,48.095784441772,1.54,33.29,0.093931788530721,811154.0937475102,31.5,31.741002212010564,5.0,3.994,19.97,0.43,3.1258000000000004,2.0110779421398126,3.24
2,3.64262594016806,26.8699902795812,1.54,33.29,0.093931788530721,811154.0937475102,31.5,31.741002212010564,5.0,3.994,19.97,0.43,3.1258000000000004,2.0110779421398126,3.24
3,5.71497868090218,66.712442939596,1.54,33.29,0.093931788530721,811154.0937475102,31.5,31.741002212010564,5.0,3.994,19.97,0.43,3.1258000000000004,2.0110779421398126,3.24
0,2.77877004986135,18.1019518578018,1.83,36.21,0.070892946631719,565889.3199177403,33.8,34.83802253719057,3.0,2.068,6.2,0.27,2.21095,2.312508492471649,1.17
1,10.0238198585974,46.7862416857,1.83,36.21,0.070892946631719,565889.3199177403,33.8,34.83802253719057,3.0,2.068,6.2,0.27,2.21095,2.312508492471649,1.17
2,3.59587654339436,25.7176586573521,1.83,36.21,0.070892946631719,565889.3199177403,33.8,34.83802253719057,3.0,2.068,6.2,0.27,2.21095,2.312508492471649,1.17
3,5.6921653832742,66.5559415013443,1.83,36.21,0.070892946631719,565889.3199177403,33.8,34.83802253719057,3.0,2.068,6.2,0.27,2.21095,2.312508492471649,1.17
0,2.71514688516337,17.8580630597929,1.42,29.04,0.070406701632192,482502.4428021023,26.2,32.5399546121969,4.0,6.218,24.87,0.32,2.27873,1.99914723065536,3.0
1,10.4369280877237,55.3347569550015,1.42,29.04,0.070406701632192,482502.4428021023,26.2,32.5399546121969,4.0,6.218,24.87,0.32,2.27873,1.99914723065536,3.0
2,3.86336325149422,32.3109713745506,1.42,29.04,0.070406701632192,482502.4428021023,26.2,32.5399546121969,4.0,6.218,24.87,0.32,2.27873,1.99914723065536,3.0
3,5.82363949912958,66.6180595224014,1.42,29.04,0.070406701632192,482502.4428021023,26.2,32.5399546121969,4.0,6.218,24.87,0.32,2.27873,1.99914723065536,3.0
0,2.71012342097569,17.8388064470735,1.23,27.47,0.159579721008491,984687.889153348,24.4,27.48146527569601,8.0,6.581,52.65,0.43,2.99956,1.9331443248504725,6.48
1,10.4650335454637,55.8102856083302,1.23,27.47,0.159579721008491,984687.889153348,24.4,27.48146527569601,8.0,6.581,52.65,0.43,2.99956,1.9331443248504725,6.48
2,3.87611480617909,32.6252860119583,1.23,27.47,0.159579721008491,984687.889153348,24.4,27.48146527569601,8.0,6.581,52.65,0.43,2.99956,1.9331443248504725,6.48
3,5.83295419846513,66.5971881866921,1.23,27.47,0.159579721008491,984687.889153348,24.4,27.48146527569601,8.0,6.581,52.65,0.43,2.99956,1.9331443248504725,6.48
0,2.69361933367695,17.775540779095,1.17,31.38,0.044969023369203,534941.1854288449,29.0,29.043808483690142,2.0,2.0,4.0,0.29,1.9977,1.9313044191651256,1.07
1,10.514343067339,56.64824195078,1.17,31.38,0.044969023369203,534941.1854288449,29.0,29.043808483690142,2.0,2.0,4.0,0.29,1.9977,1.9313044191651256,1.07
2,3.89832132539034,33.1726572311127,1.17,31.38,0.044969023369203,534941.1854288449,29.0,29.043808483690142,2.0,2.0,4.0,0.29,1.9977,1.9313044191651256,1.07
3,5.86060863229171,66.7479602405753,1.17,31.38,0.044969023369203,534941.1854288449,29.0,29.043808483690142,2.0,2.0,4.0,0.29,1.9977,1.9313044191651256,1.07
0,2.71222052297685,17.8468453380779,1.32,28.29,0.08693523689078,558416.5713052255,30.5,32.542868642297435,2.0,6.59,13.18,0.3,1.89284,1.7623852630549943,3.68
