storm,pr_max,pr_sum,MltnInd,SlopeMn,Tc_Clfr,Area_m2,RvrsSlD,MnRvrSD,nStrahler1,Dd_km-1,Ct_km,Tf_hr,L_toOutlet_km,V_m_s,LRiverNetwork_km
1,10.3976968307285,54.7490601131531,1.32,28.29,0.08693523689078,558416.5713052255,30.5,32.542868642297435,2.0,6.59,13.18,0.3,1.89284,1.7623852630549943,3.68
2,3.84826134512848,31.9387226299213,1.32,28.29,0.08693523689078,558416.5713052255,30.5,32.542868642297435,2.0,6.59,13.18,0.3,1.89284,1.7623852630549943,3.68
3,5.82474392565539,66.9172143251987,1.32,28.29,0.08693523689078,558416.5713052255,30.5,32.542868642297435,2.0,6.59,13.18,0.3,1.89284,1.7623852630549943,3.68
0,2.67101610704315,17.6888950769988,1.56,29.76,0.1356913502339,748601.363535326,26.6,27.83543677586105,2.0,5.771,11.54,0.22,1.5071,1.8789995487631104,4.32
1,10.614656138345,58.1451996438002,1.56,29.76,0.1356913502339,748601.363535326,26.6,27.83543677586105,2.0,5.771,11.54,0.22,1.5071,1.8789995487631104,4.32
2,3.93499411474529,34.0766093195988,1.56,29.76,0.1356913502339,748601.363535326,26.6,27.83543677586105,2.0,5.771,11.54,0.22,1.5071,1.8789995487631104,4.32
3,5.89311069472372,66.3792474462806,1.56,29.76,0.1356913502339,748601.363535326,26.6,27.83543677586105,2.0,5.771,11.54,0.22,1.5071,1.8789995487631104,4.32
0,2.57320600334165,17.313956346143,1.24,27.3,0.129823976031694,671158.7672575004,21.1,17.722548546812387,2.0,4.768,9.54,0.47,2.90904,1.7356038538573777,3.2
1,8.70527418000305,36.3447432885411,1.24,27.3,0.129823976031694,671158.7672575004,21.1,17.722548546812387,2.0,4.768,9.54,0.47,2.90904,1.7356038538573777,3.2
2,3.32159629668854,18.9568911727614,1.24,27.3,0.129823976031694,671158.7672575004,21.1,17.722548546812387,2.0,4.768,9.54,0.47,2.90904,1.7356038538573777,3.2
0,2.60867690346398,17.4499281299452,0.89,30.63,0.089627318366542,562523.0861745607,21.3,22.80249888297168,2.0,2.329,4.66,0.26,1.70631,1.81913812598658,1.31
1,10.2318738622978,53.4906238932289,0.89,30.63,0.089627318366542,562523.0861745607,21.3,22.80249888297168,2.0,2.329,4.66,0.26,1.70631,1.81913812598658,1.31
2,3.82893848651242,31.4624311149114,0.89,30.63,0.089627318366542,562523.0861745607,21.3,22.80249888297168,2.0,2.329,4.66,0.26,1.70631,1.81913812598658,1.31
3,5.66098416303138,69.252952329368,0.89,30.63,0.089627318366542,562523.0861745607,21.3,22.80249888297168,2.0,2.329,4.66,0.26,1.70631,1.81913812598658,1.31
0,2.61863207336892,17.4880896145809,0.75,19.53,0.187729711005049,999395.9050424658,12.1,12.708737754367467,5.0,2.602,13.01,0.42,2.43656,1.6183535597129235,2.6
1,10.3660202330991,55.0661876195318,0.75,19.53,0.187729711005049,999395.9050424658,12.1,12.708737754367467,5.0,2.602,13.01,0.42,2.43656,1.6183535597129235,2.6
2,3.8654168655129,32.3615911586953,0.75,19.53,0.187729711005049,999395.9050424658,12.1,12.708737754367467,5.0,2.602,13.01,0.42,2.43656,1.6183535597129235,2.6
3,5.75188960459538,68.8589297895774,0.75,19.53,0.187729711005049,999395.9050424658,12.1,12.708737754367467,5.0,2.602,13.01,0.42,2.43656,1.6183535597129235,2.6
0,3.13779820486282,19.4782264519741,0.94,25.43,0.182543878693652,599237.6651037133,16.5,19.22749912474288,5.0,5.39,26.95,0.35,2.1753400000000003,1.707766829513164,3.23
1,11.2702569903672,32.5920233105025,0.94,25.43,0.182543878693652,599237.6651037133,16.5,19.22749912474288,5.0,5.39,26.95,0.35,2.1753400000000003,1.707766829513164,3.23
2,2.82202358191742,6.64286197533289,0.94,25.43,0.182543878693652,599237.6651037133,16.5,19.22749912474288,5.0,5.39,26.95,0.35,2.1753400000000003,1.707766829513164,3.23
3,5.28289570470971,62.0900400948631,0.94,25.43,0.182543878693652,599237.6651037133,16.5,19.22749912474288,5.0,5.39,26.95,0.35,2.1753400000000003,1.707766829513164,3.23
0,3.16871313225835,19.596733673657,1.2,25.54,0.129960122110279,463294.2371361941,20.8,23.2068272188564,3.0,5.008,15.02,0.27,1.81421,1.8493479429349964,2.32
1,11.4646097769479,32.8479647995959,1.2,25.54,0.129960122110279,463294.2371361941,20.8,23.2068272188564,3.0,5.008,15.02,0.27,1.81421,1.8493479429349964,2.32
2,2.81626693324143,6.50096563516165,1.2,25.54,0.129960122110279,463294.2371361941,20.8,23.2068272188564,3.0,5.008,15.02,0.27,1.81421,1.8493479429349964,2.32
0,3.18049596713755,19.6419012073606,1.06,27.22,0.108701587010456,467360.4271998387,20.8,26.237524118561137,2.0,3.573,7.15,0.59,1.7896500000000002,0.8407857580958307,1.67
1,11.5401615496123,32.9175683605333,1.06,27.22,0.108701587010456,467360.4271998387,20.8,26.237524118561137,2.0,3.573,7.15,0.59,1.7896500000000002,0.8407857580958307,1.67
2,2.81275994551608,6.41452146403671,1.06,27.22,0.108701587010456,467360.4271998387,20.8,26.237524118561137,2.0,3.573,7.15,0.59,1.7896500000000002,0.8407857580958307,1.67
3,5.288821043082,62.2944827088608,1.06,27.22,0.108701587010456,467360.4271998387,20.8,26.237524118561137,2.0,3.573,7.15,0.59,1.7896500000000002,0.8407857580958307,1.67
0,3.21224136954523,19.7635919165901,0.62,27.67,0.105657199229544,1257697.5004407093,21.5,21.922419671570267,3.0,3.697,11.09,0.33,1.95534,1.6510734734626455,4.65
1,11.7420473426311,33.1931690553559,0.62,27.67,0.105657199229544,1257697.5004407093,21.5,21.922419671570267,3.0,3.697,11.09,0.33,1.95534,1.6510734734626455,4.65
2,2.80751912494855,6.28533983425816,0.62,27.67,0.105657199229544,1257697.5004407093,21.5,21.922419671570267,3.0,3.697,11.09,0.33,1.95534,1.6510734734626455,4.65
3,5.29407490068371,62.4770012886773,0.62,27.67,0.105657199229544,1257697.5004407093,21.5,21.922419671570267,3.0,3.697,11.09,0.33,1.95534,1.6510734734626455,4.65
0,2.5282704501458,17.1417033922256,1.13,25.81,0.26847500493196,2335040.5190518787,19.3,18.414065295453693,9.0,2.591,23.32,0.66,4.09229,1.713087392535802,6.05
1,8.51901885738149,35.9969566578617,1.13,25.81,0.26847500493196,2335040.5190518787,19.3,18.414065295453693,9.0,2.591,23.32,0.66,4.09229,1.713087392535802,6.05
2,3.33429940300405,19.2700116003629,1.13,25.81,0.26847500493196,2335040.5190518787,19.3,18.414065295453693,9.0,2.591,23.32,0.66,4.09229,1.713087392535802,6.05
3,4.98971465673976,56.5077782844363,1.13,25.81,0.26847500493196,2335040.5190518787,19.3,18.414065295453693,9.0,2.591,23.32,0.66,4.09229,1.713087392535802,6.05
0,2.70511271665581,17.8195987471806,1.53,27.51,0.029404468288192,412510.4393226076,32.8,33.58916176188419,3.0,6.036,18.11,0.69,2.12329,0.8579253548336415,2.49
1,10.4396384537337,55.4569974372178,1.53,27.51,0.029404468288192,412510.4393226076,32.8,33.58916176188419,3.0,6.036,18.11,0.69,2.12329,0.8579253548336415,2.49
2,3.86741454977225,32.4108323233334,1.53,27.51,0.029404468288192,412510.4393226076,32.8,33.58916176188419,3.0,6.036,18.11,0.69,2.12329,0.8579253548336415,2.49
3,5.83786998020802,66.8869607553644,1.53,27.51,0.029404468288192,412510.4393226076,32.8,33.58916176188419,3.0,6.036,18.11,0.69,2.12329,0.8579253548336415,2.49
0,2.48027133908431,16.9577067998232,0.82,27.69,0.190827860663727,846910.0544972377,22.5,22.86260899446331,3.0,2.928,8.78,0.48,1.24109,0.7243481662171408,2.48
1,7.21304999386613,24.7268144811645,0.82,27.69,0.190827860663727,846910.0544972377,22.5,22.86260899446331,3.0,2.928,8.78,0.48,1.24109,0.7243481662171408,2.48
2,2.83510547766106,6.96531923006639,0.82,27.69,0.190827860663727,846910.0544972377,22.5,22.86260899446331,3.0,2.928,8.78,0.48,1.24109,0.7243481662171408,2.48
0,2.68843600588054,17.7556713558754,0.53,25.78,0.260674270354163,3078815.121922513,20.9,17.330062998025358,10.0,2.939,29.39,0.65,3.59632,1.540962382234763,9.05
1,8.50841506180725,27.3693413357237,0.53,25.78,0.260674270354163,3078815.121922513,20.9,17.330062998025358,10.0,2.939,29.39,0.65,3.59632,1.540962382234763,9.05
2,2.83752513148755,7.02496157438604,0.53,25.78,0.260674270354163,3078815.121922513,20.9,17.330062998025358,10.0,2.939,29.39,0.65,3.59632,1.540962382234763,9.05
3,5.24463333674172,61.7285950393659,0.53,25.78,0.260674270354163,3078815.121922513,20.9,17.330062998025358,10.0,2.939,29.39,0.65,3.59632,1.540962382234763,9.05
0,2.76468031766936,18.0479412177325,1.41,34.59,0.107199899441181,354540.1212113318,32.5,32.01607763292285,3.0,6.882,20.65,0.49,1.34582,0.7665072274842776,2.44
1,9.21330435781522,32.5829164874535,1.41,34.59,0.107199899441181,354540.1212113318,32.5,32.01607763292285,3.0,6.882,20.65,0.49,1.34582,0.7665072274842776,2.44
2,3.04602002957435,12.1641779219643,1.41,34.59,0.107199899441181,354540.1212113318,32.5,32.01607763292285,3.0,6.882,20.65,0.49,1.34582,0.7665072274842776,2.44
3,5.12669767028052,58.6198046706293,1.41,34.59,0.107199899441181,354540.1212113318,32.5,32.01607763292285,3.0,6.882,20.65,0.49,1.34582,0.7665072274842776,2.44
0,2.75084814112815,17.9949178743246,1.5,33.43,0.088250270361692,611233.5519296611,33.0,32.6487902901604,3.0,2.372,7.12,0.75,1.58523,0.5884093527428734,1.45
1,9.13035258270105,32.2649063425426,1.5,33.43,0.088250270361692,611233.5519296611,33.0,32.6487902901604,3.0,2.372,7.12,0.75,1.58523,0.5884093527428734,1.45
2,3.03993522593532,12.0141928498092,1.5,33.43,0.088250270361692,611233.5519296611,33.0,32.6487902901604,3.0,2.372,7.12,0.75,1.58523,0.5884093527428734,1.45
0,2.85347379833307,18.3883162269434,0.72,28.93,0.208313132964527,2763977.965796418,26.1,24.300186532092404,12.0,3.057,36.68,0.47,3.13424,1.862692981851029,8.45
1,9.6076487382382,31.5805541156246,0.72,28.93,0.208313132964527,2763977.965796418,26.1,24.300186532092404,12.0,3.057,36.68,0.47,3.13424,1.862692981851029,8.45
2,2.94365845942338,9.64105500859387,0.72,28.93,0.208313132964527,2763977.965796418,26.1,24.300186532092404,12.0,3.057,36.68,0.47,3.13424,1.862692981851029,8.45
3,5.18722985441365,59.9389850885949,0.72,28.93,0.208313132964527,2763977.965796418,26.1,24.300186532092404,12.0,3.057,36.68,0.47,3.13424,1.862692981851029,8.45
0,2.56730428937666,17.2913331092772,0.65,26.71,0.621857771260638,11296222.031600984,19.2,16.711357848149955,45.0,2.728,122.76,1.86,9.63941,1.4397653132415549,30.82
1,9.91642227042715,50.2837691180809,0.65,26.71,0.621857771260638,11296222.031600984,19.2,16.711357848149955,45.0,2.728,122.76,1.86,9.63941,1.4397653132415549,30.82
2,3.75723899604657,29.6951015692181,0.65,26.71,0.621857771260638,11296222.031600984,19.2,16.711357848149955,45.0,2.728,122.76,1.86,9.63941,1.4397653132415549,30.82
3,5.67566436279647,80.6622136431341,0.65,26.71,0.621857771260638,11296222.031600984,19.2,16.711357848149955,45.0,2.728,122.76,1.86,9.63941,1.4397653132415549,30.82
0,2.53934723901277,17.1841644162156,0.62,32.0,0.594626501718437,12133179.69125306,26.8,18.493634286723037,57.0,3.053,174.02,1.32,6.924180000000001,1.4555643583997102,37.04
1,9.61618436720653,47.4233779572059,0.62,32.0,0.594626501718437,12133179.69125306,26.8,18.493634286723037,57.0,3.053,174.02,1.32,6.924180000000001,1.4555643583997102,37.04
2,3.69069076394635,28.05474602359,0.62,32.0,0.594626501718437,12133179.69125306,26.8,18.493634286723037,57.0,3.053,174.02,1.32,6.924180000000001,1.4555643583997102,37.04
3,5.78271117327795,90.9810138766073,0.62,32.0,0.594626501718437,12133179.69125306,26.8,18.493634286723037,57.0,3.053,174.02,1.32,6.924180000000001,1.4555643583997102,37.04
0,1.59915781848537,13.5801049708606,0.71,26.06,0.257167114334994,3233712.0408488573,19.0,20.151905156540877,10.0,2.514,25.14,0.55,3.59029,1.8039718872257435,8.13
1,1.66527013277351,13.6575352461242,0.71,26.06,0.257167114334994,3233712.0408488573,19.0,20.151905156540877,10.0,2.514,25.14,0.55,3.59029,1.8039718872257435,8.13
2,2.89087994270216,8.34011086836028,0.71,26.06,0.257167114334994,3233712.0408488573,19.0,20.151905156540877,10.0,2.514,25.14,0.55,3.59029,1.8039718872257435,8.13
3,5.27070693654287,62.9637212060466,0.71,26.06,0.257167114334994,3233712.0408488573,19.0,20.151905156540877,10.0,2.514,25.14,0.55,3.59029,1.8039718872257435,8.13
0,1.6832967740133,13.9026376337176,0.76,25.31,0.487011565886824,4624957.319925923,16.6,16.271022143127702,15.0,2.828,42.42,1.32,6.92452,1.4587555878461098,13.08
1,2.22265497762548,14.8385381823668,0.76,25.31,0.487011565886824,4624957.319925923,16.6,16.271022143127702,15.0,2.828,42.42,1.32,6.92452,1.4587555878461098,13.08
2,2.88838866108113,8.27870296173666,0.76,25.31,0.487011565886824,4624957.319925923,16.6,16.271022143127702,15.0,2.828,42.42,1.32,6.92452,1.4587555878461098,13.08
3,5.32705742669137,64.2607621801539,0.76,25.31,0.487011565886824,4624957.319925923,16.6,16.271022143127702,15.0,2.828,42.42,1.32,6.92452,1.4587555878461098,13.08
0,1.62806195077628,13.6909041446424,0.74,28.3,0.277874850955958,3376548.527940159,22.4,19.27589197338551,13.0,3.148,40.92,0.79,4.66995,1.646542210554094,10.63
1,1.862425998959,14.0905277736292,0.74,28.3,0.277874850955958,3376548.527940159,22.4,19.27589197338551,13.0,3.148,40.92,0.79,4.66995,1.646542210554094,10.63
2,2.8977184828993,8.50867488550032,0.74,28.3,0.277874850955958,3376548.527940159,22.4,19.27589197338551,13.0,3.148,40.92,0.79,4.66995,1.646542210554094,10.63
3,5.31357798871283,64.0410047833814,0.74,28.3,0.277874850955958,3376548.527940159,22.4,19.27589197338551,13.0,3.148,40.92,0.79,4.66995,1.646542210554094,10.63
0,2.5453726728754,17.2072619126891,1.0,29.72,0.155336322481525,1291958.6625847071,26.1,25.021849602106144,9.0,4.822,43.4,0.41,2.7678000000000003,1.894603694507338,6.23
1,9.70556474375105,48.2866518038965,1.0,29.72,0.155336322481525,1291958.6625847071,26.1,25.021849602106144,9.0,4.822,43.4,0.41,2.7678000000000003,1.894603694507338,6.23
2,3.71161184132245,28.5704322290885,1.0,29.72,0.155336322481525,1291958.6625847071,26.1,25.021849602106144,9.0,4.822,43.4,0.41,2.7678000000000003,1.894603694507338,6.23
3,5.88935633161228,96.221567784323,1.0,29.72,0.155336322481525,1291958.6625847071,26.1,25.021849602106144,9.0,4.822,43.4,0.41,2.7678000000000003,1.894603694507338,6.23
0,2.54862324715924,17.2197224474438,0.84,29.34,0.172573730952471,1842852.643546594,25.1,25.276970396759506,10.0,3.999,39.99,0.47,3.12753,1.8406079220608509,7.37
1,9.74832204383336,48.6996473164476,0.84,29.34,0.172573730952471,1842852.643546594,25.1,25.276970396759506,10.0,3.999,39.99,0.47,3.12753,1.8406079220608509,7.37
2,3.72142551939701,28.8123307851368,0.84,29.34,0.172573730952471,1842852.643546594,25.1,25.276970396759506,10.0,3.999,39.99,0.47,3.12753,1.8406079220608509,7.37
3,5.90803354530034,96.9825395485198,0.84,29.34,0.172573730952471,1842852.643546594,25.1,25.276970396759506,10.0,3.999,39.99,0.47,3.12753,1.8406079220608509,7.37
0,2.55004627089504,17.2251773717643,1.34,29.11,0.079423722985775,617732.8014191103,21.5,25.20045120895985,5.0,6.265,31.32,0.26,1.54059,1.6666147164342011,3.87
1,9.77162567074286,48.9322072528053,1.34,29.11,0.079423722985775,617732.8014191103,21.5,25.20045120895985,5.0,6.265,31.32,0.26,1.54059,1.6666147164342011,3.87
2,3.72703097392414,28.9505003221651,1.34,29.11,0.079423722985775,617732.8014191103,21.5,25.20045120895985,5.0,6.265,31.32,0.26,1.54059,1.6666147164342011,3.87
3,5.94719429531657,99.2280435024715,1.34,29.11,0.079423722985775,617732.8014191103,21.5,25.20045120895985,5.0,6.265,31.32,0.26,1.54059,1.6666147164342011,3.87
0,2.55171130409414,17.2315599990275,1.39,29.07,0.115771308720836,593643.3972390366,25.8,28.057572220083333,1.0,4.733,4.73,0.34,2.2626500000000003,1.831622607473936,2.81
1,9.79051087047476,49.1134029433528,1.39,29.07,0.115771308720836,593643.3972390366,25.8,28.057572220083333,1.0,4.733,4.73,0.34,2.2626500000000003,1.831622607473936,2.81
2,3.73124546595718,29.0543838538569,1.39,29.07,0.115771308720836,593643.3972390366,25.8,28.057572220083333,1.0,4.733,4.73,0.34,2.2626500000000003,1.831622607473936,2.81
3,5.93386366354102,98.214159353599,1.39,29.07,0.115771308720836,593643.3972390366,25.8,28.057572220083333,1.0,4.733,4.73,0.34,2.2626500000000003,1.831622607473936,2.81
0,2.55772977136218,17.2546307902217,0.62,28.34,0.343209333514281,3696650.6672075046,22.3,15.98553411819132,21.0,2.949,61.93,0.81,4.5684700000000005,1.5599067162358315,10.9
1,9.86180646522029,49.8105451250914,0.62,28.34,0.343209333514281,3696650.6672075046,22.3,15.98553411819132,21.0,2.949,61.93,0.81,4.5684700000000005,1.5599067162358315,10.9
2,3.74748056606505,29.4545648301999,0.62,28.34,0.343209333514281,3696650.6672075046,22.3,15.98553411819132,21.0,2.949,61.93,0.81,4.5684700000000005,1.5599067162358315,10.9
3,5.90776761086403,95.7451982413345,0.62,28.34,0.343209333514281,3696650.6672075046,22.3,15.98553411819132,21.0,2.949,61.93,0.81,4.5684700000000005,1.5599067162358315,10.9
0,2.5547586687393,17.2432415635006,0.84,29.32,0.096700162262487,934826.5162863416,23.7,24.872065943057112,4.0,2.92,11.68,0.25,1.75812,1.924528341670564,2.73
1,9.83364030810134,49.5424728907025,0.84,29.32,0.096700162262487,934826.5162863416,23.7,24.872065943057112,4.0,2.92,11.68,0.25,1.75812,1.924528341670564,2.73
2,3.74140751237444,29.3048693839665,0.84,29.32,0.096700162262487,934826.5162863416,23.7,24.872065943057112,4.0,2.92,11.68,0.25,1.75812,1.924528341670564,2.73
3,5.96843032564225,100.077094803131,0.84,29.32,0.096700162262487,934826.5162863416,23.7,24.872065943057112,4.0,2.92,11.68,0.25,1.75812,1.924528341670564,2.73
0,2.57194304311956,17.309114998625,0.46,13.77,0.197949390017287,681907.1886136133,8.0,7.328658822272959,1.0,3.417,3.42,0.49,1.7406199999999998,0.98894742923951,2.33
1,10.0083163153109,51.2652534650923,0.46,13.77,0.197949390017287,681907.1886136133,8.0,7.328658822272959,1.0,3.417,3.42,0.49,1.7406199999999998,0.98894742923951,2.33
2,3.78067963064414,30.272892650088,0.46,13.77,0.197949390017287,681907.1886136133,8.0,7.328658822272959,1.0,3.417,3.42,0.49,1.7406199999999998,0.98894742923951,2.33
3,5.78464406917568,84.9113301737317,0.46,13.77,0.197949390017287,681907.1886136133,8.0,7.328658822272959,1.0,3.417,3.42,0.49,1.7406199999999998,0.98894742923951,2.33
0,2.57735283426953,17.3298525313665,1.2,30.11,0.128014721055524,757668.9018786814,25.3,26.475424568400317,5.0,4.078,20.39,0.3,2.25535,2.0751204037273303,3.09
1,10.0835440896816,52.0624059292013,1.2,30.11,0.128014721055524,757668.9018786814,25.3,26.475424568400317,5.0,4.078,20.39,0.3,2.25535,2.0751204037273303,3.09
2,3.79915112663469,30.7281988231885,1.2,30.11,0.128014721055524,757668.9018786814,25.3,26.475424568400317,5.0,4.078,20.39,0.3,2.25535,2.0751204037273303,3.09
3,5.81481704183994,84.8386125804525,1.2,30.11,0.128014721055524,757668.9018786814,25.3,26.475424568400317,5.0,4.078,20.39,0.3,2.25535,2.0751204037273303,3.09
0,2.58307639961102,17.3517928651756,1.17,28.78,0.088700061325981,552510.7049670231,26.9,27.34546477619664,2.0,2.353,4.71,0.25,1.85936,2.081500427911344,1.3
1,10.1302533201231,52.5398693984801,1.17,28.78,0.088700061325981,552510.7049670231,26.9,27.34546477619664,2.0,2.353,4.71,0.25,1.85936,2.081500427911344,1.3
2,3.80973898277782,30.9891801895235,1.17,28.78,0.088700061325981,552510.7049670231,26.9,27.34546477619664,2.0,2.353,4.71,0.25,1.85936,2.081500427911344,1.3
3,5.7680306702819,80.1112973641841,1.17,28.78,0.088700061325981,552510.7049670231,26.9,27.34546477619664,2.0,2.353,4.71,0.25,1.85936,2.081500427911344,1.3
0,2.58625142416065,17.3639637926158,1.23,30.21,0.114659372487777,878518.566910365,23.5,27.37300707772177,4.0,3.278,13.11,0.26,2.04095,2.200119931242621,2.88
1,10.1598291467375,52.8519341173431,1.23,30.21,0.114659372487777,878518.566910365,23.5,27.37300707772177,4.0,3.278,13.11,0.26,2.04095,2.200119931242621,2.88
2,3.81674580834659,31.1618922934554,1.23,30.21,0.114659372487777,878518.566910365,23.5,27.37300707772177,4.0,3.278,13.11,0.26,2.04095,2.200119931242621,2.88
3,5.75953751197251,78.4675874855168,1.23,30.21,0.114659372487777,878518.566910365,23.5,27.37300707772177,4.0,3.278,13.11,0.26,2.04095,2.200119931242621,2.88
0,2.55766569127493,17.2543851498872,0.91,29.73,0.150282775365701,1222261.8949451053,29.3,28.526439975238976,4.0,2.937,11.75,0.33,2.34968,1.9747558423159983,3.59
1,9.87926055591872,50.0057255672407,0.91,29.73,0.150282775365701,1222261.8949451053,29.3,28.526439975238976,4.0,2.937,11.75,0.33,2.34968,1.9747558423159983,3.59
2,3.75239769914982,29.5757678474649,0.91,29.73,0.150282775365701,1222261.8949451053,29.3,28.526439975238976,4.0,2.937,11.75,0.33,2.34968,1.9747558423159983,3.59
3,6.05487718800308,105.801897728995,0.91,29.73,0.150282775365701,1222261.8949451053,29.3,28.526439975238976,4.0,2.937,11.75,0.33,2.34968,1.9747558423159983,3.59
0,2.58641922932649,17.3646070457515,2.03,31.87,0.071013251007109,554419.9281433282,32.5,31.795759670052657,1.0,6.475,6.47,0.15,1.09007,2.0197006788671765,3.59
1,8.91993863461183,38.3203081366251,2.03,31.87,0.071013251007109,554419.9281433282,32.5,31.795759670052657,1.0,6.475,6.47,0.15,1.09007,2.0197006788671765,3.59
2,3.38804962861159,20.5949075122683,2.03,31.87,0.071013251007109,554419.9281433282,32.5,31.795759670052657,1.0,6.475,6.47,0.15,1.09007,2.0197006788671765,3.59
3,5.01129610776997,56.2742814438274,2.03,31.87,0.071013251007109,554419.9281433282,32.5,31.795759670052657,1.0,6.475,6.47,0.15,1.09007,2.0197006788671765,3.59
0,2.57351362519961,17.3151355632652,1.06,30.49,0.174151170577175,1935593.9485689632,29.6,28.48109003611773,14.0,3.864,54.1,0.43,3.2247,2.0627720496296496,7.48
1,10.0508640093239,51.7320925484974,1.06,30.49,0.174151170577175,1935593.9485689632,29.6,28.48109003611773,14.0,3.864,54.1,0.43,3.2247,2.0627720496296496,7.48
2,3.7918053953944,30.5471329917392,1.06,30.49,0.174151170577175,1935593.9485689632,29.6,28.48109003611773,14.0,3.864,54.1,0.43,3.2247,2.0627720496296496,7.48
3,5.8628650471665,89.1362414812818,1.06,30.49,0.174151170577175,1935593.9485689632,29.6,28.48109003611773,14.0,3.864,54.1,0.43,3.2247,2.0627720496296496,7.48
0,2.5685206568883,17.2959958514052,1.24,26.86,0.107578326423605,1113382.4124871718,25.3,27.778071730996416,5.0,6.116,30.58,1.06,1.87084,0.4885418349963765,6.81
1,10.0032703738329,51.2513426695016,1.24,26.86,0.107578326423605,1113382.4124871718,25.3,27.778071730996416,5.0,6.116,30.58,1.06,1.87084,0.4885418349963765,6.81
2,3.78099482687635,30.280661960724,1.24,26.86,0.107578326423605,1113382.4124871718,25.3,27.778071730996416,5.0,6.116,30.58,1.06,1.87084,0.4885418349963765,6.81
3,5.93776999202398,95.6291431168167,1.24,26.86,0.107578326423605,1113382.4124871718,25.3,27.778071730996416,5.0,6.116,30.58,1.06,1.87084,0.4885418349963765,6.81
0,2.55482754542216,17.2435055907849,1.08,28.2,0.148910463248714,1042547.1732459636,29.2,30.04108506394063,5.0,3.328,16.64,0.37,2.6049,1.9765732731766688,3.47
1,9.84537217778814,49.6713409532985,1.08,28.2,0.148910463248714,1042547.1732459636,29.2,30.04108506394063,5.0,3.328,16.64,0.37,2.6049,1.9765732731766688,3.47
2,3.74464525928837,29.3846770052659,1.08,28.2,0.148910463248714,1042547.1732459636,29.2,30.04108506394063,5.0,3.328,16.64,0.37,2.6049,1.9765732731766688,3.47
3,6.09160168186406,108.700997498308,1.08,28.2,0.148910463248714,1042547.1732459636,29.2,30.04108506394063,5.0,3.328,16.64,0.37,2.6049,1.9765732731766688,3.47
0,1.62278844846941,13.6706890524661,0.96,27.68,0.230532535644469,1343237.8478229598,21.1,21.036562235242663,4.0,2.777,11.11,0.55,3.4025700000000003,1.7095643558165352,3.73
1,1.83149468610315,14.0367578783714,0.96,27.68,0.230532535644469,1343237.8478229598,21.1,21.036562235242663,4.0,2.777,11.11,0.55,3.4025700000000003,1.7095643558165352,3.73
2,2.90463434931013,8.67914492597784,0.96,27.68,0.230532535644469,1343237.8478229598,21.1,21.036562235242663,4.0,2.777,11.11,0.55,3.4025700000000003,1.7095643558165352,3.73
3,5.30305802271797,63.8547520261205,0.96,27.68,0.230532535644469,1343237.8478229598,21.1,21.036562235242663,4.0,2.777,11.11,0.55,3.4025700000000003,1.7095643558165352,3.73
